"state","fishyr","month","fleet","sex","part","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
"C","1989","7","NTWL","0","0","12","88","24","0","0","0","0","0","0","0","0","0.0106","0.0159","0.0398","0.0501","0.1112","0.309","0.2403","0.0712","0.0742","0","0","0.0159","0.0298","0.0159","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0106","0.0159","0.0398","0.0501","0.1112","0.309","0.2403","0.0712","0.0742","0","0","0.0159","0.0298","0.0159","0.0159","0","0","0","0","0"
"C","1990","7","NTWL","0","0","16","81","27","0","0","0","0","0","0","0.021","0","0.0704","0.025","0.0749","0.0499","0.1951","0.1634","0.2692","0.0991","0.0322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.021","0","0.0704","0.025","0.0749","0.0499","0.1951","0.1634","0.2692","0.0991","0.0322","0","0","0","0","0","0","0","0","0","0","0"
"C","1991","7","NTWL","0","0","14","203","42","0","0","0","0","0","0","0","0.0095","0.0245","0.0288","0.0805","0.1287","0.0957","0.1176","0.1222","0.0452","0.0816","0.0537","0.1182","0.0489","0.0232","0.0044","0.0088","0.0085","0","0","0","0","0","0","0","0","0","0","0","0.0095","0.0245","0.0288","0.0805","0.1287","0.0957","0.1176","0.1222","0.0452","0.0816","0.0537","0.1182","0.0489","0.0232","0.0044","0.0088","0.0085","0","0","0","0"
"C","1992","7","NTWL","0","0","145","1838","399","0","0","0","0","0.0084","0.0069","0.035","0.0637","0.0743","0.0812","0.1275","0.0939","0.0923","0.0767","0.0571","0.0554","0.0496","0.0338","0.0544","0.0432","0.0242","0.0134","0.0063","0.0026","0","1e-04","0","0","0","0","0","0","0.0084","0.0069","0.035","0.0637","0.0743","0.0812","0.1275","0.0939","0.0923","0.0767","0.0571","0.0554","0.0496","0.0338","0.0544","0.0432","0.0242","0.0134","0.0063","0.0026","0","1e-04","0","0"
"C","1993","7","NTWL","0","0","153","1412","348","0","0","0","8e-04","0.0051","0.011","0.0427","0.0639","0.0842","0.0918","0.0996","0.1125","0.1166","0.1046","0.0637","0.0639","0.0474","0.0443","0.0181","0.0154","0.0088","0.0045","0.0013","0","0","0","0","0","0","0","0","8e-04","0.0051","0.011","0.0427","0.0639","0.0842","0.0918","0.0996","0.1125","0.1166","0.1046","0.0637","0.0639","0.0474","0.0443","0.0181","0.0154","0.0088","0.0045","0.0013","0","0","0","0","0"
"C","1994","7","NTWL","0","0","148","2057","432","0","0","2e-04","0.0014","0.0024","0.0069","0.0179","0.0363","0.0602","0.0845","0.0739","0.0942","0.1131","0.1264","0.0932","0.0974","0.0567","0.0456","0.0303","0.0268","0.0238","0.0044","0.0041","1e-04","0","0","0","0","0","0","2e-04","0.0014","0.0024","0.0069","0.0179","0.0363","0.0602","0.0845","0.0739","0.0942","0.1131","0.1264","0.0932","0.0974","0.0567","0.0456","0.0303","0.0268","0.0238","0.0044","0.0041","1e-04","0","0","0","0"
"C","1995","7","NTWL","0","0","83","1323","266","0","0","0","0","6e-04","0.0012","0.016","0.0138","0.0399","0.0572","0.0779","0.1232","0.1554","0.1111","0.0963","0.1148","0.0637","0.0398","0.0396","0.027","0.0107","0.0096","0.0022","0","0","0","0","0","0","0","0","0","6e-04","0.0012","0.016","0.0138","0.0399","0.0572","0.0779","0.1232","0.1554","0.1111","0.0963","0.1148","0.0637","0.0398","0.0396","0.027","0.0107","0.0096","0.0022","0","0","0","0","0"
"C","1996","7","NTWL","0","0","106","1390","298","0","0","0","2e-04","8e-04","0.004","0.0114","0.0298","0.031","0.0518","0.0722","0.0964","0.1203","0.1152","0.1015","0.1057","0.0899","0.0725","0.0569","0.0201","0.0065","0.0089","0.0044","6e-04","0","0","0","0","0","0","0","2e-04","8e-04","0.004","0.0114","0.0298","0.031","0.0518","0.0722","0.0964","0.1203","0.1152","0.1015","0.1057","0.0899","0.0725","0.0569","0.0201","0.0065","0.0089","0.0044","6e-04","0","0","0","0"
"C","1997","7","NTWL","0","0","79","1058","225","0","0","0","5e-04","6e-04","0.0016","0.0141","0.0295","0.0611","0.1083","0.1331","0.1164","0.1206","0.1602","0.0788","0.0953","0.0228","0.016","0.019","0.0113","0.0085","0.0022","0","2e-04","0","0","0","0","0","0","0","5e-04","6e-04","0.0016","0.0141","0.0295","0.0611","0.1083","0.1331","0.1164","0.1206","0.1602","0.0788","0.0953","0.0228","0.016","0.019","0.0113","0.0085","0.0022","0","2e-04","0","0","0","0"
"C","1998","7","NTWL","0","0","43","374","95","0","0","0","0","0","0.0012","4e-04","0.0018","0.0013","0.0158","0.1494","0.2563","0.2334","0.1583","0.0297","0.0625","0.0371","0.0111","0.0127","0.0096","0.0124","0.0051","8e-04","0.0011","0","0","0","0","0","0","0","0","0","0.0012","4e-04","0.0018","0.0013","0.0158","0.1494","0.2563","0.2334","0.1583","0.0297","0.0625","0.0371","0.0111","0.0127","0.0096","0.0124","0.0051","8e-04","0.0011","0","0","0","0"
"C","1999","7","NTWL","0","0","65","752","169","0","0","0","0","0","0.024","0.0805","0.0407","0.079","0.093","0.1481","0.1554","0.1515","0.1012","0.0657","0.0288","0.0095","0.0116","0.0039","0.0029","0.0012","0.0011","0.001","0.001","0","0","0","0","0","0","0","0","0","0.024","0.0805","0.0407","0.079","0.093","0.1481","0.1554","0.1515","0.1012","0.0657","0.0288","0.0095","0.0116","0.0039","0.0029","0.0012","0.0011","0.001","0.001","0","0","0","0"
"C","2000","7","NTWL","0","0","14","124","31","0","0","0","0","0.0145","0","0","0.0072","0.0375","0.0666","0.0848","0.0484","0.0484","0.1552","0.1128","0.1128","0.1712","0.0716","0.0413","0.0072","0.0061","0","0","0","0","0.0072","0","0.0072","0","0","0","0","0.0145","0","0","0.0072","0.0375","0.0666","0.0848","0.0484","0.0484","0.1552","0.1128","0.1128","0.1712","0.0716","0.0413","0.0072","0.0061","0","0","0","0","0.0072","0","0.0072"
"C","2001","7","NTWL","0","0","28","241","61","0","0","0","0.0021","0.0021","0","0.0021","0.0106","0.0302","0.027","0.0695","0.0368","0.0366","0.0377","0.0595","0.1428","0.1575","0.1274","0.1227","0.0637","0.0197","0.0234","0.0286","0","0","0","0","0","0","0","0","0.0021","0.0021","0","0.0021","0.0106","0.0302","0.027","0.0695","0.0368","0.0366","0.0377","0.0595","0.1428","0.1575","0.1274","0.1227","0.0637","0.0197","0.0234","0.0286","0","0","0","0","0"
"C","2017","7","NTWL","0","0","26","158","48","0","0","0","0","0","0","0","0.0279","0.0629","0.1422","0.1586","0.1692","0.0773","0.0712","0.1193","0.0768","0.063","0.0135","0.009","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0279","0.0629","0.1422","0.1586","0.1692","0.0773","0.0712","0.1193","0.0768","0.063","0.0135","0.009","0","0.009","0","0","0","0","0","0","0"
"C","2018","7","NTWL","0","0","26","176","50","0","0","0","0","0","0","0.0049","0.0147","0.0343","0.0588","0.2842","0.1569","0.1471","0.0588","0.0882","0.0343","0.0637","0.0245","0.0196","0.0049","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0049","0.0147","0.0343","0.0588","0.2842","0.1569","0.1471","0.0588","0.0882","0.0343","0.0637","0.0245","0.0196","0.0049","0.0049","0","0","0","0","0","0","0"
"C","2019","7","NTWL","0","0","8","29","12","0","0","0","0","0","0","0","0","0.0992","0.0992","0.1818","0.2066","0.1074","0.0744","0.1322","0.0661","0","0.0331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0992","0.0992","0.1818","0.2066","0.1074","0.0744","0.1322","0.0661","0","0.0331","0","0","0","0","0","0","0","0","0","0"
"C","2020","7","NTWL","0","0","4","19","7","0","0","0","0","0","0.0199","0.0199","0.0199","0.0199","0","0","0.0199","0.0199","0.0199","0.1391","0.7019","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0199","0.0199","0.0199","0.0199","0","0","0.0199","0.0199","0.0199","0.1391","0.7019","0.0199","0","0","0","0","0","0","0","0","0","0","0"
"C","2021","7","NTWL","0","0","4","37","9","0","0","0","0","0","0","0.0117","0","0","0.0234","0","0","0.0117","0","0.0613","0.1074","0.3975","0.1876","0.157","0.0307","0","0","0.0117","0","0","0","0","0","0","0","0","0","0","0","0.0117","0","0","0.0234","0","0","0.0117","0","0.0613","0.1074","0.3975","0.1876","0.157","0.0307","0","0","0.0117","0","0","0","0","0"
"C","1980","7","TWL","0","0","11","25","14","0","0","0","0","0","0","0","0","0","0","0","0.0497","0","0.0277","0.0946","0.1768","0.2817","0.1755","0.0497","0.0668","0.0497","0.0277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0497","0","0.0277","0.0946","0.1768","0.2817","0.1755","0.0497","0.0668","0.0497","0.0277","0","0","0","0","0","0"
"C","1985","7","TWL","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1986","7","TWL","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3182","0.3636","0.3182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3182","0.3636","0.3182","0","0","0","0","0","0","0","0","0","0"
"C","1990","7","TWL","0","0","6","31","10","0","0","0","0","0","0","0","0.0059","0.0686","0.0123","0.0064","0.092","0.0429","0.0631","0.0064","0.1244","0.2047","0.1867","0.1244","0.0622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0059","0.0686","0.0123","0.0064","0.092","0.0429","0.0631","0.0064","0.1244","0.2047","0.1867","0.1244","0.0622","0","0","0","0","0","0","0","0"
"C","1991","7","TWL","0","0","6","20","9","0","0","0","0","0","0","0","0","0.0055","0","0.1944","0.1567","0.2442","0.1006","0.1051","0.093","0","0.1006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0055","0","0.1944","0.1567","0.2442","0.1006","0.1051","0.093","0","0.1006","0","0","0","0","0","0","0","0","0","0"
"C","1992","7","TWL","0","0","9","43","15","0","0","0","0","0","0","0","0","0","0","0.174","0.1747","0.1186","0.1353","0.128","0.1169","0.036","0.0521","0","0","0.0064","0.058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.174","0.1747","0.1186","0.1353","0.128","0.1169","0.036","0.0521","0","0","0.0064","0.058","0","0","0","0","0","0"
"C","1993","7","TWL","0","0","21","210","50","0","0","0","0","0","0","0.0121","0.0174","0.0473","0.0959","0.1384","0.1616","0.1173","0.1925","0.0662","0.0809","0.013","0.0233","0.0093","0.0096","0.0144","8e-04","0","0","0","0","0","0","0","0","0","0","0","0","0.0121","0.0174","0.0473","0.0959","0.1384","0.1616","0.1173","0.1925","0.0662","0.0809","0.013","0.0233","0.0093","0.0096","0.0144","8e-04","0","0","0","0","0","0"
"C","1994","7","TWL","0","0","6","64","15","0","0","0","0","0","0","0","0","0","0","0.0138","0.1052","0.0355","0.2161","0.1613","0.0875","0.1639","0.0697","0.0201","0.0275","0.0457","0.017","0.0228","0","0","0","0.0138","0","0","0","0","0","0","0","0","0","0","0","0.0138","0.1052","0.0355","0.2161","0.1613","0.0875","0.1639","0.0697","0.0201","0.0275","0.0457","0.017","0.0228","0","0","0","0.0138","0"
"C","1995","7","TWL","0","0","5","60","13","0","0","0","0","0","0","0","0","0.0582","0.097","0.1741","0.077","0.0782","0.0221","0.0581","0.1204","0.0924","0.0791","0.0868","0","0.0189","0.0182","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0582","0.097","0.1741","0.077","0.0782","0.0221","0.0581","0.1204","0.0924","0.0791","0.0868","0","0.0189","0.0182","0.0194","0","0","0","0","0"
"C","1996","7","TWL","0","0","12","224","43","0","0","0","0","0","0","0","0.0107","0.029","0.0377","0.081","0.0673","0.0939","0.1066","0.2706","0.0326","0.1399","0.0233","0.0173","0.0554","0.0347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0107","0.029","0.0377","0.081","0.0673","0.0939","0.1066","0.2706","0.0326","0.1399","0.0233","0.0173","0.0554","0.0347","0","0","0","0","0","0","0"
"C","1997","7","TWL","0","0","16","239","49","0","0","0","0","0","0","0","0","5e-04","0.0015","0.0262","0.1115","0.0824","0.1025","0.1581","0.1529","0.0958","0.1353","0.0365","0.0691","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5e-04","0.0015","0.0262","0.1115","0.0824","0.1025","0.1581","0.1529","0.0958","0.1353","0.0365","0.0691","0.0278","0","0","0","0","0","0","0"
"C","1998","7","TWL","0","0","5","94","18","0","0","0","0","0","0","0","0","0.002","0.1721","0.2941","0.2442","0.1279","0.0572","0.0535","0.0166","0.0146","0.004","0","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.1721","0.2941","0.2442","0.1279","0.0572","0.0535","0.0166","0.0146","0.004","0","0.0139","0","0","0","0","0","0","0","0"
"C","1999","7","TWL","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C","2000","7","TWL","0","0","4","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0.026","0","0","0.0201","0.9479","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.026","0","0","0.0201","0.9479","0.0059","0","0","0","0","0","0","0","0","0","0"
"C","2001","7","TWL","0","0","9","95","22","0","0","0","0","0","0","0","0","0","0.0347","0.0511","0.3924","0.096","0.0808","0.1029","0.0738","0.0127","0.0037","0.1054","0","0.0036","0.0429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0347","0.0511","0.3924","0.096","0.0808","0.1029","0.0738","0.0127","0.0037","0.1054","0","0.0036","0.0429","0","0","0","0","0","0"
"C","2002","7","TWL","0","0","5","60","13","0","0","0","0","0","0","0","0.0173","0","0.0223","0","0","0.0212","0.1295","0.0495","0.2107","0.2542","0.1601","0.0212","0.0482","0","0.0658","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0173","0","0.0223","0","0","0.0212","0.1295","0.0495","0.2107","0.2542","0.1601","0.0212","0.0482","0","0.0658","0","0","0","0","0","0"
"C","2004","7","TWL","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"C","2005","7","TWL","0","0","3","13","5","0","0","0","0","0","0","0","0","0","0","0.0336","0.0671","0.0336","0","0","0.47","0.2537","0.0336","0","0.1086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0336","0.0671","0.0336","0","0","0.47","0.2537","0.0336","0","0.1086","0","0","0","0","0","0","0","0"
"C","2006","7","TWL","0","0","1","20","4","0","0","0","0","0","0","0","0","0","0","0","0.1","0.35","0.4","0.05","0.05","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.35","0.4","0.05","0.05","0","0.05","0","0","0","0","0","0","0","0","0","0"
"C","2007","7","TWL","0","0","7","46","13","0","0","0","0","0","0","0","0","0","0","0.0403","0.1298","0.0898","0.1114","0.0918","0.1747","0.0784","0.1039","0.1089","0","0","0.0426","0","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0403","0.1298","0.0898","0.1114","0.0918","0.1747","0.0784","0.1039","0.1089","0","0","0.0426","0","0.0285","0","0","0","0"
"C","2008","7","TWL","0","0","6","16","8","0","0","0","0","0","0","0","0","0","0","0","0","0.1475","0.1063","0.0412","0.0412","0.0943","0.2521","0.1922","0.1252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1475","0.1063","0.0412","0.0412","0.0943","0.2521","0.1922","0.1252","0","0","0","0","0","0","0","0"
"C","2009","7","TWL","0","0","8","79","19","0","0","0","0","0","0","0","0","0","0.0245","0.0184","0.0239","0.0605","0.1429","0.2424","0.1665","0.0635","0.2329","0.0123","0.0061","0","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0245","0.0184","0.0239","0.0605","0.1429","0.2424","0.1665","0.0635","0.2329","0.0123","0.0061","0","0.0061","0","0","0","0","0","0"
"C","2010","7","TWL","0","0","8","49","15","0","0","0","0","0","0","0","0","0","0.0204","0","0.0204","0.0612","0.102","0.2245","0.2449","0.1429","0.102","0.0408","0","0.0204","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0204","0","0.0204","0.0612","0.102","0.2245","0.2449","0.1429","0.102","0.0408","0","0.0204","0.0204","0","0","0","0","0","0"
"C","2011","7","TWL","0","0","4","12","6","0","0","0","0","0","0","0","0","0","0","0","0.1667","0.25","0.0833","0.1667","0.1667","0","0","0.0833","0.0833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1667","0.25","0.0833","0.1667","0.1667","0","0","0.0833","0.0833","0","0","0","0","0","0","0","0"
"C","2012","7","TWL","0","0","12","166","35","0","0","0","0","0","0","0","0","0.009","0.0088","0.0029","0.0213","0.0626","0.1493","0.3054","0.2055","0.1012","0.0439","0.0459","0.0276","0","0","0","0.0076","0.009","0","0","0","0","0","0","0","0","0","0","0","0.009","0.0088","0.0029","0.0213","0.0626","0.1493","0.3054","0.2055","0.1012","0.0439","0.0459","0.0276","0","0","0","0.0076","0.009","0","0","0"
"C","2013","7","TWL","0","0","7","145","27","0","0","0","0","0","0","0","0.0048","0.0072","0.0024","0.0259","0.1213","0.1243","0.1046","0.1154","0.1646","0.112","0.1095","0.0235","0.02","0.0584","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0048","0.0072","0.0024","0.0259","0.1213","0.1243","0.1046","0.1154","0.1646","0.112","0.1095","0.0235","0.02","0.0584","0.006","0","0","0","0","0","0"
"C","2014","7","TWL","0","0","14","112","29","0","0","0","0","0","0","0","0.0016","0","0","0","0.0083","0.025","0.0413","0.1239","0.1146","0.1652","0.1804","0.0832","0.1302","0.0311","0.0303","0.0649","0","0","0","0","0","0","0","0","0","0","0","0","0.0016","0","0","0","0.0083","0.025","0.0413","0.1239","0.1146","0.1652","0.1804","0.0832","0.1302","0.0311","0.0303","0.0649","0","0","0","0","0"
"C","2015","7","TWL","0","0","20","257","55","0","0","0","0","0","0","0","0.0289","0","0","4e-04","0.0194","0.0428","0.1786","0.1548","0.1334","0.1062","0.1689","0.0489","0.0591","0.0571","0.0012","4e-04","0","0","0","0","0","0","0","0","0","0","0","0","0.0289","0","0","4e-04","0.0194","0.0428","0.1786","0.1548","0.1334","0.1062","0.1689","0.0489","0.0591","0.0571","0.0012","4e-04","0","0","0","0","0"
"C","2016","7","TWL","0","0","17","252","52","0","0","0","0","0","0","0","0","0","6e-04","0.0041","0.0044","0.0841","0.2294","0.2113","0.1624","0.1277","0.1297","0.0084","0.0097","7e-04","0.0031","3e-04","0","0.024","0","0","0","0","0","0","0","0","0","0","0","0","6e-04","0.0041","0.0044","0.0841","0.2294","0.2113","0.1624","0.1277","0.1297","0.0084","0.0097","7e-04","0.0031","3e-04","0","0.024","0","0","0"
"C","2017","7","TWL","0","0","20","505","90","0","0","0","0","0","0","0","0","7e-04","0.0042","0.007","0.0144","0.0235","0.0405","0.1035","0.143","0.1719","0.1531","0.223","0.0601","0.0358","0.0098","2e-04","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","7e-04","0.0042","0.007","0.0144","0.0235","0.0405","0.1035","0.143","0.1719","0.1531","0.223","0.0601","0.0358","0.0098","2e-04","0.0094","0","0","0","0"
"C","2018","7","TWL","0","0","15","199","42","0","0","0","0","0","0","0","0","0","0.0041","0.0106","0.0369","0.034","0.0173","0.0938","0.1427","0.228","0.1589","0.1852","0.0699","0.018","3e-04","3e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0041","0.0106","0.0369","0.034","0.0173","0.0938","0.1427","0.228","0.1589","0.1852","0.0699","0.018","3e-04","3e-04","0","0","0","0","0"
"C","2019","7","TWL","0","0","11","262","47","0","0","0","0","0","0.0041","0.0041","0","0","0","0.0033","0.0383","0.0607","0.1364","0.1497","0.096","0.1047","0.1419","0.1805","0.068","0.0023","6e-04","0.006","0.0033","0","0","0","0","0","0","0","0","0","0.0041","0.0041","0","0","0","0.0033","0.0383","0.0607","0.1364","0.1497","0.096","0.1047","0.1419","0.1805","0.068","0.0023","6e-04","0.006","0.0033","0","0","0","0"
"C","2020","7","TWL","0","0","27","570","106","0","0","0","0","0","0","0","0","0","0","0.0137","0.0055","0.0549","0.22","0.1803","0.1824","0.1472","0.0743","0.0624","0.0269","0.0121","0.0132","0.0066","5e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0137","0.0055","0.0549","0.22","0.1803","0.1824","0.1472","0.0743","0.0624","0.0269","0.0121","0.0132","0.0066","5e-04","0","0","0","0"
"C","2021","7","TWL","0","0","20","225","51","0","0","0","0","0","0","0","0","0","0","0","7e-04","0.0187","0.0361","0.0822","0.1682","0.1953","0.1675","0.1806","0.06","0.0306","0.0297","0","0.0306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7e-04","0.0187","0.0361","0.0822","0.1682","0.1953","0.1675","0.1806","0.06","0.0306","0.0297","0","0.0306","0","0","0","0"
"C","1978","7","NTWL","3","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C","1979","7","NTWL","3","0","1","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.3","0.2","0.1","0","0","0","0","0","0"
"C","1980","7","NTWL","3","0","4","30","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0374","0","0.0748","0.0783","0.0035","0.0105","0.0035","0.0141","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0035","0.0409","0.5968","0.0444","0.0818","0","0","0","0","0","0","0"
"C","1981","7","NTWL","3","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.2","0.2","0","0","0","0","0","0","0","0"
"C","1982","7","NTWL","3","0","4","41","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0767","0.0253","0.177","0.1011","0.0253","0.0506","0.1011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0506","0.0506","0.0506","0.0506","0.0758","0.0506","0.0889","0.0253","0","0","0","0","0","0","0"
