"file","caption","alt_text","category","png_time","StartTime"
"index1_cpuedata_16_CA_NWFSC.png","Index data for 16_CA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_16_CA_NWFSC.png","Fit to index data for 16_CA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_16_CA_NWFSC.png","Observed vs. expected index values with smoother for 16_CA_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_16_CA_NWFSC.png","Log index data for 16_CA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_16_CA_NWFSC.png","Fit to log index data on log scale for 16_CA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_16_CA_NWFSC.png","log(observed) vs. log(expected) index values with smoother for 16_CA_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_16_CA_NWFSC.png","Residuals of fit to index for 16_CA_NWFSC.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_16_CA_NWFSC.png","Deviations for fit to index for 16_CA_NWFSC.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_17_OR_NWFSC.png","Index data for 17_OR_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_17_OR_NWFSC.png","Fit to index data for 17_OR_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_17_OR_NWFSC.png","Observed vs. expected index values with smoother for 17_OR_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_17_OR_NWFSC.png","Log index data for 17_OR_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_17_OR_NWFSC.png","Fit to log index data on log scale for 17_OR_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_17_OR_NWFSC.png","log(observed) vs. log(expected) index values with smoother for 17_OR_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_17_OR_NWFSC.png","Residuals of fit to index for 17_OR_NWFSC.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_17_OR_NWFSC.png","Deviations for fit to index for 17_OR_NWFSC.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_18_WA_NWFSC.png","Index data for 18_WA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_18_WA_NWFSC.png","Fit to index data for 18_WA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_18_WA_NWFSC.png","Observed vs. expected index values with smoother for 18_WA_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_18_WA_NWFSC.png","Log index data for 18_WA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_18_WA_NWFSC.png","Fit to log index data on log scale for 18_WA_NWFSC. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_18_WA_NWFSC.png","log(observed) vs. log(expected) index values with smoother for 18_WA_NWFSC",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_18_WA_NWFSC.png","Residuals of fit to index for 18_WA_NWFSC.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_18_WA_NWFSC.png","Deviations for fit to index for 18_WA_NWFSC.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_19_CA_Tri_early.png","Index data for 19_CA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_19_CA_Tri_early.png","Fit to index data for 19_CA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_19_CA_Tri_early.png","Observed vs. expected index values with smoother for 19_CA_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_19_CA_Tri_early.png","Log index data for 19_CA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_19_CA_Tri_early.png","Fit to log index data on log scale for 19_CA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_19_CA_Tri_early.png","log(observed) vs. log(expected) index values with smoother for 19_CA_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_19_CA_Tri_early.png","Residuals of fit to index for 19_CA_Tri_early.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_19_CA_Tri_early.png","Deviations for fit to index for 19_CA_Tri_early.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_20_OR_Tri_early.png","Index data for 20_OR_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_20_OR_Tri_early.png","Fit to index data for 20_OR_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_20_OR_Tri_early.png","Observed vs. expected index values with smoother for 20_OR_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_20_OR_Tri_early.png","Log index data for 20_OR_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_20_OR_Tri_early.png","Fit to log index data on log scale for 20_OR_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_20_OR_Tri_early.png","log(observed) vs. log(expected) index values with smoother for 20_OR_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_20_OR_Tri_early.png","Residuals of fit to index for 20_OR_Tri_early.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_20_OR_Tri_early.png","Deviations for fit to index for 20_OR_Tri_early.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_21_WA_Tri_early.png","Index data for 21_WA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_21_WA_Tri_early.png","Fit to index data for 21_WA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_21_WA_Tri_early.png","Observed vs. expected index values with smoother for 21_WA_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_21_WA_Tri_early.png","Log index data for 21_WA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_21_WA_Tri_early.png","Fit to log index data on log scale for 21_WA_Tri_early. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_21_WA_Tri_early.png","log(observed) vs. log(expected) index values with smoother for 21_WA_Tri_early",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_21_WA_Tri_early.png","Residuals of fit to index for 21_WA_Tri_early.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_21_WA_Tri_early.png","Deviations for fit to index for 21_WA_Tri_early.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_22_CA_Tri_late.png","Index data for 22_CA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_22_CA_Tri_late.png","Fit to index data for 22_CA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_22_CA_Tri_late.png","Observed vs. expected index values with smoother for 22_CA_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_22_CA_Tri_late.png","Log index data for 22_CA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_22_CA_Tri_late.png","Fit to log index data on log scale for 22_CA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_22_CA_Tri_late.png","log(observed) vs. log(expected) index values with smoother for 22_CA_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_22_CA_Tri_late.png","Residuals of fit to index for 22_CA_Tri_late.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_22_CA_Tri_late.png","Deviations for fit to index for 22_CA_Tri_late.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_23_OR_Tri_late.png","Index data for 23_OR_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_23_OR_Tri_late.png","Fit to index data for 23_OR_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_23_OR_Tri_late.png","Observed vs. expected index values with smoother for 23_OR_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_23_OR_Tri_late.png","Log index data for 23_OR_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_23_OR_Tri_late.png","Fit to log index data on log scale for 23_OR_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_23_OR_Tri_late.png","log(observed) vs. log(expected) index values with smoother for 23_OR_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_23_OR_Tri_late.png","Residuals of fit to index for 23_OR_Tri_late.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_23_OR_Tri_late.png","Deviations for fit to index for 23_OR_Tri_late.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_24_WA_Tri_late.png","Index data for 24_WA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_24_WA_Tri_late.png","Fit to index data for 24_WA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_24_WA_Tri_late.png","Observed vs. expected index values with smoother for 24_WA_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_24_WA_Tri_late.png","Log index data for 24_WA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_24_WA_Tri_late.png","Fit to log index data on log scale for 24_WA_Tri_late. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_24_WA_Tri_late.png","log(observed) vs. log(expected) index values with smoother for 24_WA_Tri_late",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_24_WA_Tri_late.png","Residuals of fit to index for 24_WA_Tri_late.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_24_WA_Tri_late.png","Deviations for fit to index for 24_WA_Tri_late.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_25_CA_prerec.png","Index data for 25_CA_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_25_CA_prerec.png","Fit to index data for 25_CA_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_25_CA_prerec.png","Observed vs. expected index values with smoother for 25_CA_prerec",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_25_CA_prerec.png","Log index data for 25_CA_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_25_CA_prerec.png","Fit to log index data on log scale for 25_CA_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_25_CA_prerec.png","log(observed) vs. log(expected) index values with smoother for 25_CA_prerec",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_25_CA_prerec.png","Residuals of fit to index for 25_CA_prerec.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_25_CA_prerec.png","Deviations for fit to index for 25_CA_prerec.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_26_OR_prerec.png","Index data for 26_OR_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index2_cpuefit_26_OR_prerec.png","Fit to index data for 26_OR_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index3_obs_vs_exp_26_OR_prerec.png","Observed vs. expected index values with smoother for 26_OR_prerec",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index4_logcpuedata_26_OR_prerec.png","Log index data for 26_OR_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index5_logcpuefit_26_OR_prerec.png","Fit to log index data on log scale for 26_OR_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index6_log_obs_vs_exp_26_OR_prerec.png","log(observed) vs. log(expected) index values with smoother for 26_OR_prerec",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index10_resids_SE_total_26_OR_prerec.png","Residuals of fit to index for 26_OR_prerec.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index12_resids_SE_total_26_OR_prerec.png","Deviations for fit to index for 26_OR_prerec.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
"index1_cpuedata_27_WA_prerec.png","Index data for 27_WA_prerec. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-04-03 12:04:59,"StartTime: Mon Apr 3 11:47:37 2023"
